episode,thumb,title,person,episode
282,https://lexfridman.com/files/thumbs_ai_podcast/david_buss.png,"Sex, Dating, Relationships, and Sex Differences",David Buss,https://lexfridman.com/david-buss
281,https://lexfridman.com/files/thumbs_ai_podcast/grimes.png,"Music, AI, and the Future of Humanity",Grimes,https://lexfridman.com/grimes
280,https://lexfridman.com/files/thumbs_ai_podcast/cristiano_amon.png,Qualcomm CEO,Cristiano Amon,https://lexfridman.com/cristiano-amon
279,https://lexfridman.com/files/thumbs_ai_podcast/alien_debate.png,Sara Walker and Lee Cronin,Sara Walker and Lee Cronin,https://lexfridman.com/alien-debate
278,https://lexfridman.com/files/thumbs_ai_podcast/skye_fitzgerald.png,"Hunger, War, and Human Suffering",Skye Fitzgerald,https://lexfridman.com/skye-fitzgerald
277,https://lexfridman.com/files/thumbs_ai_podcast/andrew_huberman_3.png,"Focus, Stress, Relationships, and Friendship",Andrew Huberman,https://lexfridman.com/andrew-huberman-3
276,https://lexfridman.com/files/thumbs_ai_podcast/michael_saylor.png,"Bitcoin, Inflation, and the Future of Money",Michael Saylor,https://lexfridman.com/michael-saylor
275,https://lexfridman.com/files/thumbs_ai_podcast/rick_rubin.png,Legendary Music Producer,Rick Rubin,https://lexfridman.com/rick-rubin
274,https://lexfridman.com/files/thumbs_ai_podcast/karl_deisseroth.png,"Depression, Schizophrenia, and Psychiatry",Karl Deisseroth,https://lexfridman.com/karl-deisseroth
273,https://lexfridman.com/files/thumbs_ai_podcast/chris_blattman.png,War and Violence,Chris Blattman,https://lexfridman.com/chris-blattman
272,https://lexfridman.com/files/thumbs_ai_podcast/brett_johnson.png,US Most Wanted Cybercriminal,Brett Johnson,https://lexfridman.com/brett-johnson
271,https://lexfridman.com/files/thumbs_ai_podcast/ariel_ekblaw.png,Space Colonization and Self-Assembling Space Megastructures,Ariel Ekblaw,https://lexfridman.com/ariel-ekblaw
270,https://lexfridman.com/files/thumbs_ai_podcast/david_wolpe.png,Judaism,David Wolpe,https://lexfridman.com/david-wolpe
269,https://lexfridman.com/files/thumbs_ai_podcast/lee_cronin.png,"Origin of Life, Aliens, Complexity, and Consciousness",Lee Cronin,https://lexfridman.com/lee-cronin
268,https://lexfridman.com/files/thumbs_ai_podcast/robert_proctor.png,Nazi Science and Ideology,Robert Proctor,https://lexfridman.com/robert-proctor
267,https://lexfridman.com/files/thumbs_ai_podcast/mark_zuckerberg.png,"Meta, Facebook, Instagram, and the Metaverse",Mark Zuckerberg,https://lexfridman.com/mark-zuckerberg
266,https://lexfridman.com/files/thumbs_ai_podcast/nicole_perlroth.png,Cybersecurity and the Weapons of Cyberwar,Nicole Perlroth,https://lexfridman.com/nicole-perlroth
265,https://lexfridman.com/files/thumbs_ai_podcast/devon_larratt.png,Arm Wrestling,Devon Larratt,https://lexfridman.com/devon-larratt
264,https://lexfridman.com/files/thumbs_ai_podcast/tim_urban.png,"Elon Musk, Neuralink, AI, Aliens, and the Future of Humanity",Tim Urban,https://lexfridman.com/tim-urban
263,https://lexfridman.com/files/thumbs_ai_podcast/john_abramson.png,Big Pharma,John Abramson,https://lexfridman.com/john-abramson
262,https://lexfridman.com/files/thumbs_ai_podcast/garry_nolan.png,UFOs and Aliens,Garry Nolan,https://lexfridman.com/garry-nolan
261,https://lexfridman.com/files/thumbs_ai_podcast/philip_goff.png,"Consciousness, Panpsychism, and the Philosophy of Mind",Philip Goff,https://lexfridman.com/philip-goff
260,https://lexfridman.com/files/thumbs_ai_podcast/georges_st_pierre_john_danaher_gordon_ryan.png,The Greatest of All Time,"Georges St-Pierre, John Danaher, and Gordon Ryan",https://lexfridman.com/georges-st-pierre-john-danaher-gordon-ryan
259,https://lexfridman.com/files/thumbs_ai_podcast/thomas_tull.png,From Batman Dark Knight Trilogy to AI and The Rolling Stones,Thomas Tull,https://lexfridman.com/thomas-tull
258,https://lexfridman.com/files/thumbs_ai_podcast/yann_lecun_2.png,Dark Matter of Intelligence and Self-Supervised Learning,Yann LeCun,https://lexfridman.com/yann-lecun-2
257,https://lexfridman.com/files/thumbs_ai_podcast/brian_keating.png,"Cosmology, Astrophysics, Aliens & Losing the Nobel Prize",Brian Keating,https://lexfridman.com/brian-keating
256,https://lexfridman.com/files/thumbs_ai_podcast/nationalism_debate.png,Yaron Brook and Yoram Hazony,Yaron Brook and Yoram Hazony,https://lexfridman.com/nationalism-debate
255,https://lexfridman.com/files/thumbs_ai_podcast/mark_normand.png,Comedy!,Mark Normand,https://lexfridman.com/mark-normand
254,https://lexfridman.com/files/thumbs_ai_podcast/jay_bhattacharya.png,The Case Against Lockdowns,Jay Bhattacharya,https://lexfridman.com/jay-bhattacharya
253,https://lexfridman.com/files/thumbs_ai_podcast/michael_malice_5.png,New Year's Special,Michael Malice,https://lexfridman.com/michael-malice-5
252,https://lexfridman.com/files/thumbs_ai_podcast/elon_musk_3.png,"SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI",Elon Musk,https://lexfridman.com/elon-musk-3
251,https://lexfridman.com/files/thumbs_ai_podcast/ray_dalio_2.png,"Money, Power, and the Collapse of Empires",Ray Dalio,https://lexfridman.com/ray-dalio-2
250,https://lexfridman.com/files/thumbs_ai_podcast/peter_wang.png,"Python and the Source Code of Humans, Computers, and Reality",Peter Wang,https://lexfridman.com/peter-wang
249,https://lexfridman.com/files/thumbs_ai_podcast/albert_bourla.png,Pfizer CEO,Albert Bourla,https://lexfridman.com/albert-bourla
248,https://lexfridman.com/files/thumbs_ai_podcast/norman_naimark.png,"Genocide, Stalin, Hitler, Mao, and Absolute Power",Norman Naimark,https://lexfridman.com/norman-naimark
247,https://lexfridman.com/files/thumbs_ai_podcast/jamie_metzl.png,Lab Leak Theory,Jamie Metzl,https://lexfridman.com/jamie-metzl
246,https://lexfridman.com/files/thumbs_ai_podcast/peter_woit.png,Theories of Everything & Why String Theory is Not Even Wrong,Peter Woit,https://lexfridman.com/peter-woit
245,https://lexfridman.com/files/thumbs_ai_podcast/tom_brands.png,Iowa Wrestling,Tom Brands,https://lexfridman.com/tom-brands
244,https://lexfridman.com/files/thumbs_ai_podcast/robert_crews.png,"Afghanistan, Taliban, Bin Laden, and War in the Middle East",Robert Crews,https://lexfridman.com/robert-crews
243,https://lexfridman.com/files/thumbs_ai_podcast/kevin_systrom.png,Instagram,Kevin Systrom,https://lexfridman.com/kevin-systrom
242,https://lexfridman.com/files/thumbs_ai_podcast/ben_askren.png,Wrestling and MMA,Ben Askren,https://lexfridman.com/ben-askren
241,https://lexfridman.com/files/thumbs_ai_podcast/boris_sofman.png,"Waymo, Cozmo, Self-Driving Cars, and the Future of Robotics",Boris Sofman,https://lexfridman.com/boris-sofman
240,https://lexfridman.com/files/thumbs_ai_podcast/neal_stephenson.png,"Sci-Fi, Space, Aliens, AI, VR & the Future of Humanity",Neal Stephenson,https://lexfridman.com/neal-stephenson
239,https://lexfridman.com/files/thumbs_ai_podcast/niall_ferguson.png,"History of Money, Power, War, and Truth",Niall Ferguson,https://lexfridman.com/niall-ferguson
238,https://lexfridman.com/files/thumbs_ai_podcast/francis_collins.png,National Institutes of Health (NIH),Francis Collins,https://lexfridman.com/francis-collins
237,https://lexfridman.com/files/thumbs_ai_podcast/steve_viscelli.png,Trucking and the Decline of the American Dream,Steve Viscelli,https://lexfridman.com/steve-viscelli
236,https://lexfridman.com/files/thumbs_ai_podcast/jimmy_pedro.png,Judo and the Forging of Champions,Jimmy Pedro,https://lexfridman.com/jimmy-pedro
235,https://lexfridman.com/files/thumbs_ai_podcast/michael_mina_2.png,Rapid COVID Testing,Michael Mina,https://lexfridman.com/michael-mina-2
234,https://lexfridman.com/files/thumbs_ai_podcast/stephen_wolfram_3.png,Complexity and the Fabric of Reality,Stephen Wolfram,https://lexfridman.com/stephen-wolfram-3
233,https://lexfridman.com/files/thumbs_ai_podcast/carl_hart.png,"Heroin, Cocaine, MDMA, Alcohol & the Role of Drugs in Society",Carl Hart,https://lexfridman.com/carl-hart
232,https://lexfridman.com/files/thumbs_ai_podcast/brian_greene.png,"Quantum Gravity, The Big Bang, Aliens, Death, and Meaning",Brian Greene,https://lexfridman.com/brian-greene
231,https://lexfridman.com/files/thumbs_ai_podcast/alex_gladstein.png,"Bitcoin, Authoritarianism, and Human Rights",Alex Gladstein,https://lexfridman.com/alex-gladstein
230,https://lexfridman.com/files/thumbs_ai_podcast/kelsi_sheren.png,"War, Artillery, PTSD, and Love",Kelsi Sheren,https://lexfridman.com/kelsi-sheren
229,https://lexfridman.com/files/thumbs_ai_podcast/richard_wrangham.png,"Violence, Sex, and Fire in Human Evolution",Richard Wrangham,https://lexfridman.com/richard-wrangham
228,https://lexfridman.com/files/thumbs_ai_podcast/rza.png,"Wu-Tang Clan, Kung Fu, Chess, God, Life, and Death",RZA,https://lexfridman.com/rza
227,https://lexfridman.com/files/thumbs_ai_podcast/sean_kelly.png,"Existentialism, Nihilism, and the Search for Meaning",Sean Kelly,https://lexfridman.com/sean-kelly
226,https://lexfridman.com/files/thumbs_ai_podcast/jo_boaler.png,How to Learn Math,Jo Boaler,https://lexfridman.com/jo-boaler
225,https://lexfridman.com/files/thumbs_ai_podcast/jeffrey_shainline.png,Neuromorphic Computing and Optoelectronic Intelligence,Jeffrey Shainline,https://lexfridman.com/jeffrey-shainline
224,https://lexfridman.com/files/thumbs_ai_podcast/travis_oliphant.png,"NumPy, SciPy, Anaconda, Python & Scientific Programming",Travis Oliphant,https://lexfridman.com/travis-oliphant
223,https://lexfridman.com/files/thumbs_ai_podcast/travis_stevens.png,"Judo, Olympics, and Mental Toughness",Travis Stevens,https://lexfridman.com/travis-stevens
222,https://lexfridman.com/files/thumbs_ai_podcast/jay_mcclelland.png,Neural Networks and the Emergence of Cognition,Jay McClelland,https://lexfridman.com/jay-mcclelland
221,https://lexfridman.com/files/thumbs_ai_podcast/douglas_lenat.png,Cyc and the Quest to Solve Common Sense Reasoning in AI,Douglas Lenat,https://lexfridman.com/douglas-lenat
220,https://lexfridman.com/files/thumbs_ai_podcast/niels_jorgensen.png,New York Firefighters and the Heroes of 9/11,Niels Jorgensen,https://lexfridman.com/niels-jorgensen
219,https://lexfridman.com/files/thumbs_ai_podcast/donald_knuth_2.png,"Programming, Algorithms, Hard Problems & the Game of Life",Donald Knuth,https://lexfridman.com/donald-knuth-2
218,https://lexfridman.com/files/thumbs_ai_podcast/jaron_lanier.png,"Virtual Reality, Social Media & the Future of Humans and AI",Jaron Lanier,https://lexfridman.com/jaron-lanier
217,https://lexfridman.com/files/thumbs_ai_podcast/rodney_brooks.png,Robotics,Rodney Brooks,https://lexfridman.com/rodney-brooks
216,https://lexfridman.com/files/thumbs_ai_podcast/vincent_racaniello.png,Viruses and Vaccines,Vincent Racaniello,https://lexfridman.com/vincent-racaniello
215,https://lexfridman.com/files/thumbs_ai_podcast/wojciech_zaremba.png,"OpenAI Codex, GPT-3, Robotics, and the Future of AI",Wojciech Zaremba,https://lexfridman.com/wojciech-zaremba
214,https://lexfridman.com/files/thumbs_ai_podcast/jed_buchwald.png,Isaac Newton and the Philosophy of Science,Jed Buchwald,https://lexfridman.com/jed-buchwald
213,https://lexfridman.com/files/thumbs_ai_podcast/barry_barish.png,Gravitational Waves and the Most Precise Device Ever Built,Barry Barish,https://lexfridman.com/barry-barish
212,https://lexfridman.com/files/thumbs_ai_podcast/joscha_bach_2.png,"Nature of Reality, Dreams, and Consciousness",Joscha Bach,https://lexfridman.com/joscha-bach-2
211,https://lexfridman.com/files/thumbs_ai_podcast/brian_muraresku.png,The Secret History of Psychedelics,Brian Muraresku,https://lexfridman.com/brian-muraresku
210,https://lexfridman.com/files/thumbs_ai_podcast/matt_walker.png,Sleep,Matt Walker,https://lexfridman.com/matt-walker
209,https://lexfridman.com/files/thumbs_ai_podcast/luis_and_joao_batalha.png,Fermat's Library and the Art of Studying Papers,Luís and João Batalha,https://lexfridman.com/luis-and-joao-batalha
208,https://lexfridman.com/files/thumbs_ai_podcast/jeff_hawkins_2.png,The Thousand Brains Theory of Intelligence,Jeff Hawkins,https://lexfridman.com/jeff-hawkins-2
207,https://lexfridman.com/files/thumbs_ai_podcast/chris_duffin.png,The Mad Scientist of Strength,Chris Duffin,https://lexfridman.com/chris-duffin
206,https://lexfridman.com/files/thumbs_ai_podcast/ishan_misra.png,Self-Supervised Deep Learning in Computer Vision,Ishan Misra,https://lexfridman.com/ishan-misra
205,https://lexfridman.com/files/thumbs_ai_podcast/zach_bitter.png,Ultramarathon Running,Zach Bitter,https://lexfridman.com/zach-bitter
204,https://lexfridman.com/files/thumbs_ai_podcast/cumrun_vafa.png,String Theory,Cumrun Vafa,https://lexfridman.com/cumrun-vafa
203,https://lexfridman.com/files/thumbs_ai_podcast/anya_fernald.png,Regenerative Farming and the Art of Cooking Meat,Anya Fernald,https://lexfridman.com/anya-fernald
202,https://lexfridman.com/files/thumbs_ai_podcast/rick_doblin.png,Psychedelics,Rick Doblin,https://lexfridman.com/rick-doblin
201,https://lexfridman.com/files/thumbs_ai_podcast/konstantin_batygin.png,Planet 9 and the Edge of Our Solar System,Konstantin Batygin,https://lexfridman.com/konstantin-batygin
200,https://lexfridman.com/files/thumbs_ai_podcast/michael_malice_3.png,Totalitarianism and Anarchy,Michael Malice,https://lexfridman.com/michael-malice-3
199,https://lexfridman.com/files/thumbs_ai_podcast/roger_reaves.png,Smuggling Drugs for Pablo Escobar and the Medellin Cartel,Roger Reaves,https://lexfridman.com/roger-reaves
198,https://lexfridman.com/files/thumbs_ai_podcast/sara_walker.png,The Origin of Life on Earth and Alien Worlds,Sara Walker,https://lexfridman.com/sara-walker
197,https://lexfridman.com/files/thumbs_ai_podcast/jocko_willink.png,"War, Leadership, and Discipline",Jocko Willink,https://lexfridman.com/jocko-willink
196,https://lexfridman.com/files/thumbs_ai_podcast/yeonmi_park.png,North Korea,Yeonmi Park,https://lexfridman.com/yeonmi-park
195,https://lexfridman.com/files/thumbs_ai_podcast/clara_sousa_silva.png,Searching for Signs of Life on Venus and Other Planets,Clara Sousa-Silva,https://lexfridman.com/clara-sousa-silva
194,https://lexfridman.com/files/thumbs_ai_podcast/bret_weinstein.png,"Truth, Science, and Censorship in the Time of a Pandemic",Bret Weinstein,https://lexfridman.com/bret-weinstein
193,https://lexfridman.com/files/thumbs_ai_podcast/rob_reid.png,The Existential Threat of Engineered Viruses and Lab Leaks,Rob Reid,https://lexfridman.com/rob-reid
192,https://lexfridman.com/files/thumbs_ai_podcast/charles_hoskinson.png,Cardano,Charles Hoskinson,https://lexfridman.com/charles-hoskinson
191,https://lexfridman.com/files/thumbs_ai_podcast/daniel_schmachtenberger.png,Steering Civilization Away from Self-Destruction,Daniel Schmachtenberger,https://lexfridman.com/daniel-schmachtenberger
190,https://lexfridman.com/files/thumbs_ai_podcast/jordan_ellenberg.png,Mathematics of High-Dimensional Shapes and Geometries,Jordan Ellenberg,https://lexfridman.com/jordan-ellenberg
189,https://lexfridman.com/files/thumbs_ai_podcast/david_sinclair.png,Extending the Human Lifespan Beyond 100 Years,David Sinclair,https://lexfridman.com/david-sinclair
188,https://lexfridman.com/files/thumbs_ai_podcast/vitalik_buterin_2.png,Ethereum 2.0,Vitalik Buterin,https://lexfridman.com/vitalik-buterin-2
187,https://lexfridman.com/files/thumbs_ai_podcast/frank_wilczek.png,"Physics of Quarks, Dark Matter, Complexity, Life & Aliens",Frank Wilczek,https://lexfridman.com/frank-wilczek
186,https://lexfridman.com/files/thumbs_ai_podcast/bryan_johnson.png,Kernel Brain-Computer Interfaces,Bryan Johnson,https://lexfridman.com/bryan-johnson
185,https://lexfridman.com/files/thumbs_ai_podcast/sam_harris.png,"Consciousness, Free Will, Psychedelics, AI, UFOs, and Meaning",Sam Harris,https://lexfridman.com/sam-harris
184,https://lexfridman.com/files/thumbs_ai_podcast/katherine_de_kleer.png,"Planets, Moons, Asteroids & Life in Our Solar System",Katherine de Kleer,https://lexfridman.com/katherine-de-kleer
183,https://lexfridman.com/files/thumbs_ai_podcast/po_shen_loh.png,"Mathematics, Math Olympiad, Combinatorics & Contact Tracing",Po-Shen Loh,https://lexfridman.com/po-shen-loh
182,https://lexfridman.com/files/thumbs_ai_podcast/john_danaher.png,"The Path to Mastery in Jiu Jitsu, Grappling, Judo, and MMA",John Danaher,https://lexfridman.com/john-danaher
181,https://lexfridman.com/files/thumbs_ai_podcast/sergey_nazarov.png,"Chainlink, Smart Contracts, and Oracle Networks",Sergey Nazarov,https://lexfridman.com/sergey-nazarov
180,https://lexfridman.com/files/thumbs_ai_podcast/jeremi_suri.png,History of American Power,Jeremi Suri,https://lexfridman.com/jeremi-suri
179,https://lexfridman.com/files/thumbs_ai_podcast/georges_st_pierre.png,The Science of Fighting,Georges St-Pierre,https://lexfridman.com/georges-st-pierre
178,https://lexfridman.com/files/thumbs_ai_podcast/michael_malice_and_yaron_brook.png,"Ayn Rand, Human Nature, and Anarchy",Michael Malice and Yaron Brook,https://lexfridman.com/michael-malice-and-yaron-brook
177,https://lexfridman.com/files/thumbs_ai_podcast/risto_miikkulainen.png,Neuroevolution and Evolutionary Computation,Risto Miikkulainen,https://lexfridman.com/risto-miikkulainen
176,https://lexfridman.com/files/thumbs_ai_podcast/robert_breedlove.png,Philosophy of Bitcoin from First Principles,Robert Breedlove,https://lexfridman.com/robert-breedlove
175,https://lexfridman.com/files/thumbs_ai_podcast/yannis_pappas.png,History and Comedy,Yannis Pappas,https://lexfridman.com/yannis-pappas
174,https://lexfridman.com/files/thumbs_ai_podcast/tyler_cowen.png,Economic Growth & the Fight Against Conformity & Mediocrity,Tyler Cowen,https://lexfridman.com/tyler-cowen
173,https://lexfridman.com/files/thumbs_ai_podcast/nic_carter.png,"Bitcoin Core Values, Layered Scaling, and Blocksize Debates",Nic Carter,https://lexfridman.com/nic-carter
172,https://lexfridman.com/files/thumbs_ai_podcast/ryan_schiller.png,Librex and the Free Exchange of Ideas on College Campuses,Ryan Schiller,https://lexfridman.com/ryan-schiller
171,https://lexfridman.com/files/thumbs_ai_podcast/anthony_pompliano.png,Bitcoin,Anthony Pompliano,https://lexfridman.com/anthony-pompliano
170,https://lexfridman.com/files/thumbs_ai_podcast/ronald_sullivan.png,The Ideal of Justice in the Face of Controversy and Evil,Ronald Sullivan,https://lexfridman.com/ronald-sullivan
169,https://lexfridman.com/files/thumbs_ai_podcast/ryan_hall_2.png,Solving Martial Arts from First Principles,Ryan Hall,https://lexfridman.com/ryan-hall-2
168,https://lexfridman.com/files/thumbs_ai_podcast/silvio_micali.png,"Cryptocurrency, Blockchain, Algorand, Bitcoin & Ethereum",Silvio Micali,https://lexfridman.com/silvio-micali
167,https://lexfridman.com/files/thumbs_ai_podcast/saagar_enjeti.png,"Politics, History, and Power",Saagar Enjeti,https://lexfridman.com/saagar-enjeti
166,https://lexfridman.com/files/thumbs_ai_podcast/cal_newport.png,"Deep Work, Focus, Productivity, Email, and Social Media",Cal Newport,https://lexfridman.com/cal-newport
165,https://lexfridman.com/files/thumbs_ai_podcast/josh_barnett.png,"Philosophy of Violence, Power, and the Martial Arts",Josh Barnett,https://lexfridman.com/josh-barnett
164,https://lexfridman.com/files/thumbs_ai_podcast/andrew_huberman_2.png,"Sleep, Dreams, Creativity, Fasting, and Neuroplasticity",Andrew Huberman,https://lexfridman.com/andrew-huberman-2
163,https://lexfridman.com/files/thumbs_ai_podcast/eric_weinstein_4.png,"Difficult Conversations, Freedom of Speech, and Physics",Eric Weinstein,https://lexfridman.com/eric-weinstein-4
162,https://lexfridman.com/files/thumbs_ai_podcast/jim_keller_2.png,"The Future of Computing, AI, Life, and Consciousness",Jim Keller,https://lexfridman.com/jim-keller-2
161,https://lexfridman.com/files/thumbs_ai_podcast/jason_calacanis.png,"Startups, Angel Investing, Capitalism, and Friendship",Jason Calacanis,https://lexfridman.com/jason-calacanis
160,https://lexfridman.com/files/thumbs_ai_podcast/brendan_eich.png,"JavaScript, Firefox, Mozilla, and Brave",Brendan Eich,https://lexfridman.com/brendan-eich
159,https://lexfridman.com/files/thumbs_ai_podcast/richard_craib.png,"WallStreetBets, Numerai, and the Future of Stock Trading",Richard Craib,https://lexfridman.com/richard-craib
158,https://lexfridman.com/files/thumbs_ai_podcast/zev_weinstein.png,The Next Generation of Big Ideas and Brave Minds,Zev Weinstein,https://lexfridman.com/zev-weinstein
157,https://lexfridman.com/files/thumbs_ai_podcast/natalya_bailey.png,Rocket Engines and Electric Spacecraft Propulsion,Natalya Bailey,https://lexfridman.com/natalya-bailey
156,https://lexfridman.com/files/thumbs_ai_podcast/tim_dillon.png,"Comedy, Power, Conspiracy Theories, and Freedom",Tim Dillon,https://lexfridman.com/tim-dillon
155,https://lexfridman.com/files/thumbs_ai_podcast/max_tegmark_2.png,AI and Physics,Max Tegmark,https://lexfridman.com/max-tegmark-2
154,https://lexfridman.com/files/thumbs_ai_podcast/avi_loeb.png,"Aliens, Black Holes, and the Mystery of the Oumuamua",Avi Loeb,https://lexfridman.com/avi-loeb
153,https://lexfridman.com/files/thumbs_ai_podcast/dmitry_korkin_2.png,"Evolution of Proteins, Viruses, Life, and AI",Dmitry Korkin,https://lexfridman.com/dmitry-korkin-2
152,https://lexfridman.com/files/thumbs_ai_podcast/dan_gable.png,"Olympic Wrestling, Mental Toughness & the Making of Champions",Dan Gable,https://lexfridman.com/dan-gable
151,https://lexfridman.com/files/thumbs_ai_podcast/dan_kokotov.png,Speech Recognition with AI and Humans,Dan Kokotov,https://lexfridman.com/dan-kokotov
150,https://lexfridman.com/files/thumbs_ai_podcast/michael_malice_2.png,"Freedom, Hope, and Happiness Amidst Chaos",Michael Malice,https://lexfridman.com/michael-malice-2
149,https://lexfridman.com/files/thumbs_ai_podcast/diana_walsh_pasulka.png,"Aliens, Technology, Religion & the Nature of Belief",Diana Walsh Pasulka,https://lexfridman.com/diana-walsh-pasulka
148,https://lexfridman.com/files/thumbs_ai_podcast/charles_isbell_and_michael_littman.png,Machine Learning and Education,Charles Isbell and Michael Littman,https://lexfridman.com/charles-isbell-and-michael-littman
147,https://lexfridman.com/files/thumbs_ai_podcast/dmitri_dolgov.png,Waymo and the Future of Self-Driving Cars,Dmitri Dolgov,https://lexfridman.com/dmitri-dolgov
146,https://lexfridman.com/files/thumbs_ai_podcast/michael_mina.png,"Rapid Testing, Viruses, and the Engineering Mindset",Michael Mina,https://lexfridman.com/michael-mina
145,https://lexfridman.com/files/thumbs_ai_podcast/matthew_johnson.png,Psychedelics,Matthew Johnson,https://lexfridman.com/matthew-johnson
144,https://lexfridman.com/files/thumbs_ai_podcast/michael_littman.png,Reinforcement Learning and the Future of AI,Michael Littman,https://lexfridman.com/michael-littman
143,https://lexfridman.com/files/thumbs_ai_podcast/john_clarke.png,The Art of Fighting and the Pursuit of Excellence,John Clarke,https://lexfridman.com/john-clarke
142,https://lexfridman.com/files/thumbs_ai_podcast/manolis_kellis_4.png,"Meaning of Life, the Universe, and Everything",Manolis Kellis,https://lexfridman.com/manolis-kellis-4
141,https://lexfridman.com/files/thumbs_ai_podcast/erik_brynjolfsson.png,"Economics of AI, Social Networks, and Technology",Erik Brynjolfsson,https://lexfridman.com/erik-brynjolfsson
140,https://lexfridman.com/files/thumbs_ai_podcast/lisa_feldman_barrett_2.png,"Love, Evolution, and the Human Brain",Lisa Feldman Barrett,https://lexfridman.com/lisa-feldman-barrett-2
139,https://lexfridman.com/files/thumbs_ai_podcast/andrew_huberman.png,Neuroscience of Optimal Performance,Andrew Huberman,https://lexfridman.com/andrew-huberman
138,https://lexfridman.com/files/thumbs_ai_podcast/yaron_brook.png,Ayn Rand and the Philosophy of Objectivism,Yaron Brook,https://lexfridman.com/yaron-brook
137,https://lexfridman.com/files/thumbs_ai_podcast/alex_filippenko.png,"Supernovae, Dark Energy, Aliens & the Expanding Universe",Alex Filippenko,https://lexfridman.com/alex-filippenko
136,https://lexfridman.com/files/thumbs_ai_podcast/dan_carlin.png,Hardcore History,Dan Carlin,https://lexfridman.com/dan-carlin
135,https://lexfridman.com/files/thumbs_ai_podcast/charles_isbell.png,"Computing, Interactive AI, and Race in America",Charles Isbell,https://lexfridman.com/charles-isbell
134,https://lexfridman.com/files/thumbs_ai_podcast/eric_weinstein_3.png,"On the Nature of Good and Evil, Genius and Madness",Eric Weinstein,https://lexfridman.com/eric-weinstein-3
133,https://lexfridman.com/files/thumbs_ai_podcast/manolis_kellis_3.png,Biology of Disease,Manolis Kellis,https://lexfridman.com/manolis-kellis-3
132,https://lexfridman.com/files/thumbs_ai_podcast/george_hotz_2.png,Hacking the Simulation & Learning to Drive with Neural Nets,George Hotz,https://lexfridman.com/george-hotz-2
131,https://lexfridman.com/files/thumbs_ai_podcast/chris_lattner_2.png,The Future of Computing and Programming Languages,Chris Lattner,https://lexfridman.com/chris-lattner-2
130,https://lexfridman.com/files/thumbs_ai_podcast/scott_aaronson_2.png,Computational Complexity and Consciousness,Scott Aaronson,https://lexfridman.com/scott-aaronson-2
129,https://lexfridman.com/files/thumbs_ai_podcast/lisa_feldman_barrett.png,Counterintuitive Ideas About How the Brain Works,Lisa Feldman Barrett,https://lexfridman.com/lisa-feldman-barrett
128,https://lexfridman.com/files/thumbs_ai_podcast/michael_malice.png,"Anarchy, Democracy, Libertarianism, Love, and Trolling",Michael Malice,https://lexfridman.com/michael-malice
127,https://lexfridman.com/files/thumbs_ai_podcast/joe_rogan.png,"Fear, Love, Chaos, and the Joe Rogan Experience",Joe Rogan,https://lexfridman.com/joe-rogan
126,https://lexfridman.com/files/thumbs_ai_podcast/james_gosling.png,"Java, JVM, Emacs, and the Early Days of Computing",James Gosling,https://lexfridman.com/james-gosling
125,https://lexfridman.com/files/thumbs_ai_podcast/ryan_hall.png,"Martial Arts and the Philosophy of Violence, Power, and Grace",Ryan Hall,https://lexfridman.com/ryan-hall
124,https://lexfridman.com/files/thumbs_ai_podcast/stephen_wolfram_2.png,"Fundamental Theory of Physics, Life, and the Universe",Stephen Wolfram,https://lexfridman.com/stephen-wolfram-2
123,https://lexfridman.com/files/thumbs_ai_podcast/manolis_kellis_2.png,"Origin of Life, Humans, Ideas, Suffering, and Happiness",Manolis Kellis,https://lexfridman.com/manolis-kellis-2
122,https://lexfridman.com/files/thumbs_ai_podcast/david_fravor.png,"UFOs, Aliens, Fighter Jets, and Aerospace Engineering",David Fravor,https://lexfridman.com/david-fravor
121,https://lexfridman.com/files/thumbs_ai_podcast/eugenia_kuyda.png,Friendship with an AI Companion,Eugenia Kuyda,https://lexfridman.com/eugenia-kuyda
120,https://lexfridman.com/files/thumbs_ai_podcast/francois_chollet_2.png,Measures of Intelligence,François Chollet,https://lexfridman.com/francois-chollet-2
119,https://lexfridman.com/files/thumbs_ai_podcast/david_eagleman.png,Neuroplasticity and the Livewired Brain,David Eagleman,https://lexfridman.com/david-eagleman
118,https://lexfridman.com/files/thumbs_ai_podcast/grant_sanderson_2.png,"Math, Manim, Neural Networks & Teaching with 3Blue1Brown",Grant Sanderson,https://lexfridman.com/grant-sanderson-2
117,https://lexfridman.com/files/thumbs_ai_podcast/sheldon_solomon.png,Death and Meaning,Sheldon Solomon,https://lexfridman.com/sheldon-solomon
116,https://lexfridman.com/files/thumbs_ai_podcast/sara_seager.png,Search for Planets and Life Outside Our Solar System,Sara Seager,https://lexfridman.com/sara-seager
115,https://lexfridman.com/files/thumbs_ai_podcast/dileep_george.png,Brain-Inspired AI,Dileep George,https://lexfridman.com/dileep-george
114,https://lexfridman.com/files/thumbs_ai_podcast/russ_tedrake.png,"Underactuated Robotics, Control, Dynamics and Touch",Russ Tedrake,https://lexfridman.com/russ-tedrake
113,https://lexfridman.com/files/thumbs_ai_podcast/manolis_kellis.png,Human Genome and Evolutionary Dynamics,Manolis Kellis,https://lexfridman.com/manolis-kellis
